canonical_id,canonical_name,variant_name,variant_id,root,lang,meaning_en,meaning_ja,confidence,relation,reasoning,similarity_candidates
129,Travessa Cupertinio Viana,Travessa Cupertinio Viana,170,unknown,unknown,"Travessa refers to a small street or alley, and Cupertinio Viana is likely a personal name.",Travessaは小道や路地を指し、Cupertinio Vianaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Cupertinio Viana' does not share phonetic similarity or common roots with any of the provided candidates. The candidates are primarily personal names combined with 'Travessa', indicating small streets or alleys, which is a common naming convention in Portuguese. There is no indication of water-related roots or significant historical changes that would link 'Cupertinio Viana' to any of the candidates. Therefore, it is considered a different toponym.",5
130,Travessa Mãe Vitória,Travessa Mãe Vitória,171,unknown,unknown,"Travessa refers to a small street or alley, and Mãe Vitória is likely a personal name.",Travessaは小道や路地を指し、Mãe Vitóriaはおそらく個人名です。,0.2,different,"The unknown toponym 'Travessa Mãe Vitória' does not share significant phonetic similarity or common roots with any of the provided candidates. The candidates are primarily personal names or unknown roots, and there is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language system is also unclear, and there is no historical evidence to suggest a connection. Therefore, it is classified as 'different' with low confidence.",6
131,Travessa Treze de Maio,Travessa Treze de Maio,172,unknown,por,Thirteenth of May Alley,5月13日横丁,0.2,different,"The toponym 'Travessa Treze de Maio' translates to 'Thirteenth of May Alley' in Portuguese, indicating a street or path named after a date, which is a common naming convention in Portuguese-speaking regions. None of the similar candidates share the same date or significant phonetic similarity. The candidates are also named after different dates or individuals, and there is no indication of a water-related root in 'Travessa Treze de Maio'. Therefore, it is considered different from the listed candidates.",6
132,Travessa Moraes,Travessa Moraes,173,unknown,unknown,,,0.1,different,"The unknown toponym 'Travessa Moraes' does not exhibit significant phonetic similarity or shared roots with any of the provided candidates. The candidates are primarily alleys (Travessa) with no clear water-related roots or phonetic resemblance to 'Moraes'. Additionally, 'Moraes' does not appear to be a water-related term or have a known historical or linguistic connection to the Amazon region's water geography. Therefore, it is classified as different with low confidence due to lack of information.",8
133,Travessa Pereira Lima,Travessa Pereira Lima,174,unknown,por,"Travessa refers to a small street or alley, and Pereira Lima is likely a personal name.",Travessaは小道や路地を指し、Pereira Limaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Pereira Lima' shares the structure of 'Travessa' followed by a personal name, similar to the candidates. However, there is no phonetic similarity or shared root with the candidates. The language is Portuguese, and there is no indication of water-related roots. The confidence is low due to the lack of distinctive features linking it to the candidates.",5
134,Travessa Rabelo,Travessa Rabelo,175,unknown,por,Alley named after Rabelo,ラベロにちなんだ小道,0.2,different,"The unknown toponym 'Travessa Rabelo' does not share significant phonetic similarity or root commonality with any of the provided candidates. The candidates are primarily alleys named after different entities or numbers, and none of them suggest a water-related root or a historical connection to 'Rabelo'. The language system is identified as Portuguese, consistent with the naming convention of alleys in urban areas. Given the lack of phonetic or semantic overlap, 'Travessa Rabelo' is considered a distinct toponym.",7
135,Travessa Araujo,Travessa Araujo,176,unknown,unknown,unknown,不明,0.1,different,"The unknown toponym 'Travessa Araujo' does not share phonetic similarity or common roots with any of the provided candidates. The candidates do not exhibit any water-related roots such as 'igarape', 'lagoa', or 'rio', nor do they share a clear linguistic or historical connection with 'Travessa Araujo'. The confidence level is low due to the lack of identifiable connections.",5
136,Travessa Souza,Travessa Souza,177,unknown,por,Alley named after Souza,ソウザにちなんだ小道,0.2,different,"The unknown toponym 'Travessa Souza' does not show significant phonetic similarity or shared roots with any of the provided candidates. All candidates are alleys named after different individuals or entities, and there is no indication of a water-related root or historical transformation linking them. The language system is identified as Portuguese, consistent with the naming convention of alleys in the region. Given the lack of phonetic or semantic overlap, 'Travessa Souza' is considered a distinct toponym.",8
137,Travessa Ribeiro,Travessa Ribeiro,178,rio,por,"Alley named after Ribeiro, possibly related to 'rio' meaning river in Portuguese.",リベイロにちなんだ小道で、おそらくポルトガル語で川を意味する「リオ」に関連している。,0.25,different,"The unknown toponym 'Travessa Ribeiro' does not closely match any of the provided candidates in terms of phonetic similarity or shared roots. The name 'Ribeiro' is a common Portuguese surname and can be associated with 'rio' (river), but none of the candidates share this root. The candidates are primarily named after personal names or unrelated terms, and there is no indication of a water-related root in the candidates. Therefore, 'Travessa Ribeiro' is considered different from the listed candidates.",7
138,Travessa Quarenta,Travessa Quarenta,179,unknown,por,Street Forty,通り四十,0.2,different,"The unknown toponym 'Travessa Quarenta' translates to 'Street Forty' in Portuguese. The similar candidates provided are all numerical street names, such as 'Street Twenty-Four', 'Street Thirty-Four', etc. These names are part of a common naming convention for streets and do not indicate any water-related roots like 'igarapé', 'rio', or 'lagoa'. The language system is clearly Portuguese, and there is no indication of historical changes or phonetic variations that would suggest these are the same or similar toponyms. Therefore, 'Travessa Quarenta' is considered different from the provided candidates.",5
139,Travessa Minas Gerais,Travessa Minas Gerais,180,unknown,por,"Travessa refers to a small street or alley, and Minas Gerais is a state in Brazil, not directly related to water.",Travessaは小道や路地を指し、Minas Geraisはブラジルの州名で、水に直接関連するものではありません。,0.2,different,"The name 'Travessa Minas Gerais' does not contain any recognizable water-related root or element. 'Travessa' indicates a type of street or alley in Portuguese, and 'Minas Gerais' is a well-known state in Brazil, not directly related to water. None of the similar candidates share a significant phonetic or root similarity with 'Minas Gerais', and the context suggests it is a street name rather than a water-related toponym.",9
